Page,Section,Description,Filename,Uploader,Date
49,WORDS AND PICTURE Movie/TV Theme,DangerZone-Topgun,danger.sal,Bobbye,10/03/86
49,WORDS AND PICTURE Movie/TV Theme,Disneyland medley,disneyland.sda,DCSTARnCPR,03/04/87
49,WORDS AND PICTURE Movie/TV Theme,Easy To Be Hard- Hair,easyhard.sal,Bobbye,10/03/86
49,WORDS AND PICTURE Movie/TV Theme,Endless Love-L. Richie,endless love.sal,DaleC1,10/13/86
49,WORDS AND PICTURE Movie/TV Theme,Evergreen,evergreen.sal,Ray18,09/23/86
49,WORDS AND PICTURE Movie/TV Theme,Exodus-Boone,exodus.sal,Bobbye,10/03/86
49,WORDS AND PICTURE Movie/TV Theme,Footloose-K.Loggins,footloose.sal,NickZ,02/18/87
49,WORDS AND PICTURE Movie/TV Theme,For All We Know,all we know.sal,DCSTARnCPR,11/27/86
49,WORDS AND PICTURE Movie/TV Theme,For All We Know,all we know.sal,DCSTARnCPR,11/30/86
49,WORDS AND PICTURE Movie/TV Theme,Fraggle Rock Theme,fraggle rock.sal,NickZ,01/14/87
49,WORDS AND PICTURE Movie/TV Theme,Ghostbusters * NickZ,ghostbusters.sal,NickZ,09/17/86
49,WORDS AND PICTURE Movie/TV Theme,Goldfinger (Bond) Theme,goldfinger.sal,NickZ,01/11/87
49,WORDS AND PICTURE Movie/TV Theme,Happiness Hotel (Muppets),happy hotel.sal,NickZ,12/23/86
49,WORDS AND PICTURE Movie/TV Theme,Hawaii 5 0 theme*NickZ,five-0.mus,NickZ2,03/09/87
49,WORDS AND PICTURE Movie/TV Theme,Heaven In Your Eyes,heaven/eyes.sal,DCSTARnCPR,11/23/86
49,WORDS AND PICTURE Movie/TV Theme,Hello Dolly,hellodolly.sal,Daspf,09/17/86
49,WORDS AND PICTURE Movie/TV Theme,I Love My Wife,i love/wife.sal,Semiquaver,01/24/87
49,WORDS AND PICTURE Movie/TV Theme,I Remember It Will / Gigi,remember.sal,Marvin 1,11/29/86
49,WORDS AND PICTURE Movie/TV Theme,It's Not Easy/Green*DCSTA,being green.sal,DCSTARnCPR,01/16/87
49,WORDS AND PICTURE Movie/TV Theme,Let the Sunshine In,sun in.sal,Gustave,09/29/86
49,WORDS AND PICTURE Movie/TV Theme,Love Came For Me,love came.sal,Diz Cop,10/08/86
49,WORDS AND PICTURE Movie/TV Theme,Love Came For Me/Splash,lovecame/rmx.sal,Diz Cop,03/03/87
49,WORDS AND PICTURE Movie/TV Theme,Love Is Here To Stay,love is here.sal,Fwp,10/05/86
49,WORDS AND PICTURE Movie/TV Theme,Love Story[1of2],love story.mus,EMS Tech,11/08/86
49,WORDS AND PICTURE Movie/TV Theme,Makin Whoopee*Lyric,whoopee.sal,Bobbye,02/08/87
49,WORDS AND PICTURE Movie/TV Theme,Marne,mame.sal,NickZ,01/26/87
49,WORDS AND PICTURE Movie/TV Theme,Meledy From Oklahoma,oklahoma.lbr,Daspf,10/11/86
49,WORDS AND PICTURE Movie/TV Theme,Mickey Mouse Club March,mmcm.sal,Diz Cop,02/17/87
49,WORDS AND PICTURE Movie/TV Theme,Mousercise!,mousercise.sal,Diz Cop,02/06/87
49,WORDS AND PICTURE Movie/TV Theme,Movin' Right Along-Muppet,movin.sal,NickZ,12/21/86
49,WORDS AND PICTURE Movie/TV Theme,Muppet Babies Theme,muppet baby.sal,NickZ,01/19/87
49,WORDS AND PICTURE Movie/TV Theme,Muppet Show Theme*NickZ,muppet theme.sal,NickZ,12/28/86
49,WORDS AND PICTURE Movie/TV Theme,My Favorite Things,favorite.sal,SYSOP JON,01/07/87
49,WORDS AND PICTURE Movie/TV Theme,My Mother The Car Theme,mother/car.sal,NickZ,12/06/86
49,WORDS AND PICTURE Movie/TV Theme,Never On Sunday,sunday.sal,Marvin1,01/04/86 
49,WORDS AND PICTURE Movie/TV Theme,Next Time I Fall In Love,next time.sal,NickZ,01/13/87 
49,WORDS AND PICTURE Movie/TV Theme,Nobody Does It Better,better.sal,NickZ,01/18/87
49,WORDS AND PICTURE Movie/TV Theme,"Oh,What a Beautiful Morn.",beautiful.sal,Daspf,01/12/87
49,WORDS AND PICTURE Movie/TV Theme,Oklahoma!!,oklahorna.sal,Daspf,01/12/87
49,WORDS AND PICTURE Movie/TV Theme,Once upon A Dream,once/dream.sal,DCSTARnCPR,03/07/87
49,WORDS AND PICTURE Movie/TV Theme,Out Here On My Own/Fame,on my own.sal,DCSTARnCPR,12/15/86
49,WORDS AND PICTURE Movie/TV Theme,Over The Rainbow p,rainbow.sal,Fwp,01/08/86
49,WORDS AND PICTURE Movie/TV Theme,People Will Say We'r/Love,inlove.sal,Daspf,01/12/87
49,WORDS AND PICTURE Movie/TV Theme,Saying Goodbye,say/goodbye.sal,NickZ,01/18/87
49,WORDS AND PICTURE Movie/TV Theme,Scales/Arpeggios-Disney,scales.sal,Diz Cop,02/25/87
49,WORDS AND PICTURE Movie/TV Theme,Somewhere Out There,out there.sal,Bobbye,02/26/87
49,WORDS AND PICTURE Movie/TV Theme,Somewhere(WestSideStory),somewhere.sal,Bobbye,02/26/87
49,WORDS AND PICTURE Movie/TV Theme,Sound Of Music (medley),soundofmusic.sal,DCSTARnCPR,02/15/87
50,WORDS AND PICTURE Movie/TV Theme,Stand By Me,stand by me.sal,Diz Cop,02/17/87
50,WORDS AND PICTURE Movie/TV Theme,Surrey w/ Fringe on Top,fringeontop.sal,Daspf,01/12/87
50,WORDS AND PICTURE Movie/TV Theme,Sweet Surrender-J.Denver,sweet surr.sal,Diz Cop,03/02/87
50,WORDS AND PICTURE Movie/TV Theme,Take My Breath Away,takemybreath.sal,RandallD2,11/19/86
50,WORDS AND PICTURE Movie/TV Theme,Take My Breath Away,take breath.sal,Bobbye,09/10/86
50,WORDS AND PICTURE Movie/TV Theme,The Bare Necessities,bare necess.sal,Diz Cop,02/17/87
50,WORDS AND PICTURE Movie/TV Theme,The Patty Duke Theme,patty duke.sal,NickZ,12/06/86
50,WORDS AND PICTURE Movie/TV Theme,Third Man Theme,third man.sal,Marvin1,11/29/86
50,WORDS AND PICTURE Movie/TV Theme,Toreador (Carman) Eng.Wor,toreador.wds,Gustave,11/22/86
50,WORDS AND PICTURE Movie/TV Theme,Toreador (Carman) FrchWor,votre toast.wds,Gustave,11/22/86
50,WORDS AND PICTURE Movie/TV Theme,Toreador/CarmenEng,toreador.sal,Gustave,10/13/86
50,WORDS AND PICTURE Movie/TV Theme,Toreador/CarmenFr,votre toast.sal,Gustave,10/13/86
50,WORDS AND PICTURE Movie/TV Theme,Toreador/Votre Toast Musi,votre toast.mus,Gustave,11/22/86
50,WORDS AND PICTURE Movie/TV Theme,Unchained Melody,unchained.sal,DCSTARnCPR,02/06/87
50,WORDS AND PICTURE Movie/TV Theme,Wizard of OZ Medley*NickZ,wizard/oz.sal,DCSTARnCPR,01/11/87
50,WORDS AND PICTURE Movie/TV Theme,Yellow Submarine-Beatles,yellow sub.sal,DCSTARnCPR,01/18/87
50,WORDS AND PICTURE Movie/TV Theme,You Only Live Twice,Filenarne: live twice.sal,NickZ,01/18/87
50,WORDS AND PICTURE Movie/TV Theme,3 times a Lady 2 of 2,3x a lady.wds,DCSTARnCPR,12/21/86
50,WORDS AND PICTURE Movie/TV Theme,3 times a Lady 2 of 2,3x a lady.pil,DCSTARnCPR,12/21/86
50,WORDS AND PICTURE Movie/TV Theme,5thOfBeethoven*EMS Tech,beethoven.pil,EMS Tech,10/05/86
50,WORDS AND PICTURE Movie/TV Theme,Adventure on Earth (ET),earth advent.sda,DCSTARnCPR,03/01/87
50,WORDS AND PICTURE Movie/TV Theme,Allentown music,allentown.mus,DerekP,12/27/86
50,WORDS AND PICTURE Movie/TV Theme,Allentown picture,allentown.pic,DerekP,12/27/86
50,WORDS AND PICTURE Movie/TV Theme,Allentown words,allentown.wds,DerekP,12/27/86
50,WORDS AND PICTURE Movie/TV Theme,Amadeus/Quantum-picture,amadeus.lnx,MiamiSound,12/28/86
50,WORDS AND PICTURE Movie/TV Theme,Another Brick In The Wall,the wall.pil,DCSTARnCPR,01/10/87
50,WORDS AND PICTURE Movie/TV Theme,Batman Theme,batman.pil,DCSTARnCPR,02/01/87
50,WORDS AND PICTURE Movie/TV Theme,Brit.Grenadiers/SgtMajor,sgt major.pil,Jabba Hutt,11/15/86
50,WORDS AND PICTURE Movie/TV Theme,Casey Jones Jr.,casey jr.sda,DCSTARnCPR,03/05/87
50,WORDS AND PICTURE Movie/TV Theme,Challenger,challenger.pil,DCSTARnCPR,01/24/87
50,WORDS AND PICTURE Movie/TV Theme,ClementiSonatina/PenCandl,clementi.sda,Jabba Hutt,03/08/87
50,WORDS AND PICTURE Movie/TV Theme,Conga/Q-picture,miamisound.lnx,MiamiSound,12/23/86
50,WORDS AND PICTURE Movie/TV Theme,Coward of the County,coward.lnx,MiamiSound,12/28/86
50,WORDS AND PICTURE Movie/TV Theme,Danger Zone,danger zone.pil,DCSTARnCPR,01/29/87
50,WORDS AND PICTURE Movie/TV Theme,Gertrudes Dream,gertrude.pil,Jabba Hutt,11/15/86
50,WORDS AND PICTURE Movie/TV Theme,Ghostbusters/Q-picture,ghostbusters.lnx,MiamiSound,12/23/86
50,WORDS AND PICTURE Movie/TV Theme,Gilligans Island 1 of 2,gilligan.wds,DCSTARnCPR,01/13/87
50,WORDS AND PICTURE Movie/TV Theme,Gilligans Island 2 of 2,gilligan.pil,DCSTARnCPR,01/13/87
50,WORDS AND PICTURE Movie/TV Theme,Glory Of Love/Q-picture,gloryoflove.lnx,MiamiSound,12/23/86
50,WORDS AND PICTURE Movie/TV Theme,I Just Called/Love You,just called.lnx,MiamiSound,12/23/86
50,WORDS AND PICTURE Movie/TV Theme,I Love Her/Pagoda,i love her.pil,Jabba Hutt,11/15/86
50,WORDS AND PICTURE Movie/TV Theme,It's Not Easy Being Green,kerrnit.wds,NickZ,01/14/87
50,WORDS AND PICTURE Movie/TV Theme,It's Not Easy Being Green,kerrnit.pil,NickZ,01/14/87
50,WORDS AND PICTURE Movie/TV Theme,Jabba Hutt,jabba hutt.sda,Jabba Hutt,03/08/87
50,WORDS AND PICTURE Movie/TV Theme,Love Story,love story.sal,DCSTARnCPR,12/28/86
50,WORDS AND PICTURE Movie/TV Theme,Money For Nothing,money/nothin.pil,DCSTARnCPR,01/12/87
50,WORDS AND PICTURE Movie/TV Theme,Morning Has Broken,moming.wds,DCSTARnCPR,01/24/87
50,WORDS AND PICTURE Movie/TV Theme,Morning Has Broken,moming.pil,DCSTARnCPR,01/24/87
50,WORDS AND PICTURE Movie/TV Theme,"New York, New York",new york.pil,Dan24,12/02/86
50,WORDS AND PICTURE Movie/TV Theme,"O Come, O Come Emmanuel",emmanuel.lnx,Carole d,12/05/86
50,WORDS AND PICTURE Movie/TV Theme,Oh Tannenbaum,tannenbaum.lnx,Carole d,12/05/86
50,WORDS AND PICTURE Movie/TV Theme,On The Wings Of a Dream,wings/dream.mus,DCSTARnCPR,01/13/87
50,WORDS AND PICTURE Movie/TV Theme,On The Wings of a Dream,wings/dream.wds,DCSTARnCPR,01/11/87
50,WORDS AND PICTURE Movie/TV Theme,On The Wings of a Dream,wings/drcam.pic,DCSTARnCPR,01/10/87
50,WORDS AND PICTURE Movie/TV Theme,Over The Moon (ET),over moon.sda,DCSTARnCPR,02/28/87
50,WORDS AND PICTURE Movie/TV Theme,PeanutsTheme.mus*,peanuts.mus,pchips,10/02/86
50,WORDS AND PICTURE Movie/TV Theme,PeanutsTheme.pic*,peanuts.pic,Zipchips,10/02/86
50,WORDS AND PICTURE Movie/TV Theme,Picnic/1of2,picnic.wds,ETTIE W2,10/14/86
50,WORDS AND PICTURE Movie/TV Theme,Picnic/2of2,ticnic.pil,TTIEW2,10/14/86
50,WORDS AND PICTURE Movie/TV Theme,Pinball Wizard - The Who,pinball wiz.pil,DCSTARnCPR,01/18/87
50,WORDS AND PICTURE Movie/TV Theme,Pinball Wizard-The Who,pinball wiz.wds,DCSTARnCPR,01/18/87
50,WORDS AND PICTURE Movie/TV Theme,Power Of Love/Q-plcture,power/love.lnx,iamiSound,12/23/86
50,WORDS AND PICTURE Movie/TV Theme,Red River Valley]1 of 2],redriver val.pil,Herb D1,12/13/86
50,WORDS AND PICTURE Movie/TV Theme,Red River Valley]2 of 2],redriver val.wds,Herb D1,12/13/86
50,WORDS AND PICTURE Movie/TV Theme,Sidpic Theme-pic&mus,sidpic theme.pil,Droopy McC,12/08/86
50,WORDS AND PICTURE Movie/TV Theme,Sid pic Theme-words,sidpic theme.wds,Droopy McC,12/08/86
50,WORDS AND PICTURE Movie/TV Theme,Sleigh Ride-L.Anderson,sleigh ride.sal,Al j,12/06/86
51,WORDS AND PICTURE Movie/TV Theme,Somewhere Out There,out there.sda,DCSTARnCPR,03/01/87
51,WORDS AND PICTURE Movie/TV Theme,Sound Of Music,sound/music.sda,DCSTARnCPR,02/27/87
51,WORDS AND PICTURE Movie/TV Theme,Star Trek Theme,star trek.pil,DocJM,03/05/87
51,WORDS AND PICTURE Movie/TV Theme,Stripper*Dr.J*EMS Tech,stripper.pil,EMS Tech,10/05/86
51,WORDS AND PICTURE Movie/TV Theme,Stripper/pic by Kermit,stripper.sda,NickZ,02/01/87
51,WORDS AND PICTURE Movie/TV Theme,Superstar picture,superstar.pic,Kingocards,10/05/86
51,WORDS AND PICTURE Movie/TV Theme,SweetLove-Anitaer,sweet love.pil,Dan24,12/04/86
51,WORDS AND PICTURE Movie/TV Theme,SweetLove-Anita B,sweet love.wds,Dan24,12/04/86
51,WORDS AND PICTURE Movie/TV Theme,The Stranger-B.Joel,the stranger.sda,DCSTARnCPR,02/26/87
51,WORDS AND PICTURE Movie/TV Theme,Toyland,toyland.sal,Bobbye,12/05/86
51,WORDS AND PICTURE Movie/TV Theme,Toyland,toyland.pic,Bobbye,12/05/86
51,WORDS AND PICTURE Movie/TV Theme,Twilight Zone,twilightzone.pil,DCSTARnCPR,01/10/87
51,WORDS AND PICTURE Movie/TV Theme,Walk Like an Egyptian,egyptian.wds,DCSTARnCPR,02/09/87
51,WORDS AND PICTURE Movie/TV Theme,Walk Like an Egyptian,egyptian.pil,DCSTARnCPR,02/09/87
51,WORDS AND PICTURE Movie/TV Theme,We Built this City,built/city 3.pil,The Spy 19,12/17/86
51,WORDS AND PICTURE Movie/TV Theme,Whipped Cream,whipped crm.pil,DCSTARnCPR,01/20/87
51,WORDS AND PICTURE Movie/TV Theme,White Christmas*John r,white chrst.sal,John r,12/21/86
51,WORDS AND PICTURE Movie/TV Theme,Yo Ho(A Pirates Life),yo ho.sda,DCSTARnCPR,02/28/87
51,WORDS AND PICTURE Country and Folk,Always On My Mind,always/mind.sal,Diz Cop,11/27/86
51,WORDS AND PICTURE Country and Folk,Blow the Candles Out,blow/candles.sal,Lyric,11/23/86
51,WORDS AND PICTURE Country and Folk,Bonnis Dunde-Scottish fol,bonnie dunde.sal,Lyric,11/23/86
51,WORDS AND PICTURE Country and Folk,Bridge Over Troubled Water,bridge/water.sal,Collecting,01/14/87
51,WORDS AND PICTURE Country and Folk,Bridge Over Troubled Water,bridge/water.sal,Madman Mac,10/06/86
51,WORDS AND PICTURE Country and Folk,City Of New Orleans,city/new orl.sal,Whole Note,12/01/86
51,WORDS AND PICTURE Country and Folk,Could I Have This Dance,i have dance.sal,DaleC1,10/15/86
51,WORDS AND PICTURE Country and Folk,Downhill Stuff-J.Denver,downhill.sal,Marvin1,01/24/87
51,WORDS AND PICTURE Country and Folk,For Baby -John Denver,for baby.sal,NickZ,10/05/86
51,WORDS AND PICTURE Country and Folk,I.O.U.-K.Chater,i.o.u..sal,DaleC1,10/08/86
51,WORDS AND PICTURE Country and Folk,If I Were A Carpenter,carpenter.sal,Bobbye,12/05/86
51,WORDS AND PICTURE Country and Folk,Islands In The Stream,islands.sal,SYSHELP BH,02/18/87
51,WORDS AND PICTURE Country and Folk,Joy At the Start-Fogelber,joy/start.sal,Lyric,01/16/87
51,WORDS AND PICTURE Country and Folk,Longer-Fogelberg *Lyric,longer.sal,Bobbye,02/26/87
51,WORDS AND PICTURE Country and Folk,Love Again-John Denver,love again.sal,Diz Cop,11/14/86
51,WORDS AND PICTURE Country and Folk,Mangwani Mpulele-African,mangwani.sal,Jabba Hutt,02/18/87
51,WORDS AND PICTURE Country and Folk,"Monday, Monday",monday.sal,Gustave,09/24/86
51,WORDS AND PICTURE Country and Folk,Nexus-DFolgelber,nexus.sal,Lyric,10/04/86
51,WORDS AND PICTURE Country and Folk,Paper roses 1 of 2,paper roses.pil,Herb D1,12/27/86
51,WORDS AND PICTURE Country and Folk,Paper roses 2 of 2,paper roses.wds,Herb D1,12/27/86
51,WORDS AND PICTURE Country and Folk,Phoenix -Fogelberg*Lyric,phoenix.sal,Bobbye,02/26/87
51,WORDS AND PICTURE Country and Folk,Puff The Magic Dragon,puff.sal,Madman Mac,10/06/86
51,WORDS AND PICTURE Country and Folk,Scarborough Fair,scarborough.sal,DCSTARnCPR,02/06/87
51,WORDS AND PICTURE Country and Folk,Season Suite-John Denver,seasons.sal,NickZ,03/02/87
51,WORDS AND PICTURE Country and Folk,TenneseeBirdwalk,bird walk.sal,CarlB3,10/01/86
51,WORDS AND PICTURE Country and Folk,Thank God For Kids,thnkgod/kids.sal,Diz Cop,11/27/86
51,WORDS AND PICTURE Country and Folk,The Love She Found In Me,love/in/me.sal,DaleC1,12/01/86
51,WORDS AND PICTURE Country and Folk,The Wind Beneath My Wings,wind/wings.sal,DaleC1,12/01/86
51,WORDS AND PICTURE Country and Folk,This Land Is Your Land,this land.sal,Madman Mac,10/06/86
51,WORDS AND PICTURE Country and Folk,This Land Is Your Land,this land.sal,Daspf,02/16/87
51,WORDS AND PICTURE Country and Folk,Tumblin tumbleweeds,tumbleweeds.sal,C VE,11/29/86
51,WORDS AND PICTURE Country and Folk,Where/Flowers Gone,flowers gone.sal,Gustave,10/02/86
51,WORDS AND PICTURE Country and Folk,Wind Beneath My Wings,wind beneath.sal,Diz Cop,01/08/86
51,WORDS AND PICTURE Novelty and Other SID,Ab-C-DEF-GHI(Sesame St),ab-c-def.sal,NickZ,01/31/87
51,WORDS AND PICTURE Novelty and Other SID,Aba Daba Honeymoon,abadbahnmoon.mus,Joef9,11/30/86
51,WORDS AND PICTURE Novelty and Other SID,Addicted to Spuds-Wierd A,addict/spuds.sal,Command Cp,11/29/86
51,WORDS AND PICTURE Novelty and Other SID,Alphabet Song,abc song.sal,DCSTARnCPR,01/28/87
51,WORDS AND PICTURE Novelty and Other SID,Be Prepared-Tom Lehrer,prepared.sal,SYSOP JON,01/07/87
51,WORDS AND PICTURE Novelty and Other SID,Beep Beep *Lyric,beep beep.sal,Bobbye,02/26/87
51,WORDS AND PICTURE Novelty and Other SID,Beer Barrel Polka-Bob Huff,beer barrel.sal,SYSOP JON,01/07/87
51,WORDS AND PICTURE Novelty and Other SID,C is for Cookie*NickZ,cookie.sal,NickZ,01/27/87
51,WORDS AND PICTURE Novelty and Other SID,Cheeseburger-Jimmy Buffet,cheeseburger.sal,Lyric,12/13/86
51,WORDS AND PICTURE Novelty and Other SID,Hall/Redskins-football,redskins.mus,StephenC1,12/04/86
51,WORDS AND PICTURE Novelty and Other SID,Hello M' Baby,helo m/baby.sal,Lyric,12/14/86
51,WORDS AND PICTURE Novelty and Other SID,House of Quantum Link,house qlink.sal,Bobbye,10/03/86
51,WORDS AND PICTURE Novelty and Other SID,I Hold Your Hand In Mine,holdhand.sal,SYSOP JON,01/07/87
51,WORDS AND PICTURE Novelty and Other SID,It's Hard to Be a SysOp,hard/sysop.sal,Lyric,10/04/R6
52,WORDS AND PICTURE Novelty and Other SID,Misirlou *Lyric,misirlou.mus,Bobbye,02/26/87
52,WORDS AND PICTURE Novelty and Other SID,Overalls/Murphys Chowder,overalls.sal,Collecting,02/21/87
52,WORDS AND PICTURE Novelty and Other SID,Pollution-Tom Lehrer,pollution.sal,SYSOP JON,01/07/87
52,WORDS AND PICTURE Novelty and Other SID,Rubber Duckie(Sesame St),rubber duck.sal,NickZ,01/31/87
52,WORDS AND PICTURE Novelty and Other SID,SMUT-Lehrer * Bob Huff,smut.sal,SYSOP JON,01/07/87
52,WORDS AND PICTURE Novelty and Other SID,She's My Girl-Lehrer,mygirl.sal,SYSOP JON,01/07/87
52,WORDS AND PICTURE Novelty and Other SID,Streets Of Cairo,street/cairo.sal,Collecting,02/21/87
52,WORDS AND PICTURE Novelty and Other SID,Teddy Bear's Picnic,teddylpicnic.sal,DCSTARnCPR,01/24/87
52,WORDS AND PICTURE Novelty and Other SID,The Curly Shuffle*Lyric,shuffle.sal,Bobbye,01/28/87
52,WORDS AND PICTURE Novelty and Other SID,The Fox and The Geese,fox/geese.sal,Lyric,11/23/86
52,WORDS AND PICTURE Novelty and Other SID,The Hunting Song-Lehrer,hunting.sal,SYSOP JON,01/07/87
52,WORDS AND PICTURE Novelty and Other SID,The Irish Ballad-Lehrer,ballad.sal,SYSOP JON,01/07/87
52,WORDS AND PICTURE Novelty and Other SID,The OI'Dope Peddler-Lehre,peddler.sal,SYSOP JON,01/07/87
52,WORDS AND PICTURE Novelty and Other SID,The Thing *Lyric,the thing.sal,Bobbye,02/26/87
52,WORDS AND PICTURE Novelty and Other SID,The Vatican Rag-Lehrer,vatican.sal,SYSOP JON,01/07/87
52,WORDS AND PICTURE Novelty and Other SID,Waltzing Matilda,fortech 91l.sal,Lyric,11/23/86
52,WORDS AND PICTURE Novelty and Other SID,Wedding Bells/Not Ring,wedding bell.sal,Collecting,12/17/86
52,WORDS AND PICTURE Novelty and Other SID,Why Dont We Get Drunk & ..,drunk.sal,DREAM WHIP,01/15/87
60,THE WORKSHOP,9 to 5-Dolly Parton,9 to 5.mus,StephenC1,12/04/86
60,THE WORKSHOP,All Through/Night(basic),all night,Joesson,02/19/87
60,THE WORKSHOP,Hallelujah Chorus,hallelujah.mus,Cookie 84,11/15/86
60,THE WORKSHOP,Infinate Palimpsest-Tanis,palimpsest.mus,Tanis R,12/13/86
60,THE WORKSHOP,Jingle Bell Rock,jingle rock.sal,Al j,12/14/86
60,THE WORKSHOP,Just You and Me,you n me.mus,Audi5000SE,01/09/87
60,THE WORKSHOP,Love Story,lovestory.mus,Daspf,01/14/87
60,THE WORKSHOP,Love Zone-Billy Ocean,love zone.mus,The kensai,11/07/86
60,THE WORKSHOP,QBirthday Entry-DCSTAR/CP,life/qlink.sal,DCSTARnCPR,12/01/86
60,THE WORKSHOP,QBirthday Entry-Dr JS,how q-link.sal,Dr J5,12/01/86
60,THE WORKSHOP,QBirthday Entry-Max Rebo,q-birthday.sal,Max Rebo,12/02/86
60,THE WORKSHOP,QBirthday Entry-NickZ,telecom.sal,NickZ,12/01/86
60,THE WORKSHOP,QBirthday Entry-ShySparro,on q link.mus,Shy Sparrow,12/06/86
60,THE WORKSHOP,QBirthday Entry-WholeNote,q-dancc.sal,Whole Note,11/27/86
60,THE WORKSHOP,QBirthday entry-Gary O,talk w/you.sal,Lyric,11/27/86
60,THE WORKSHOP,QBirthday entry1-Lyric,modem song.sal,Lyric,11/27/86
60,THE WORKSHOP,QBirthday entry2-Lyric,modem song2.sal,Lyric,11/27/86
60,THE WORKSHOP,Sloop John B,sloop john b.mus,Sloop j b,10/31/86
60,THE WORKSHOP,Sloop John B -Beach Boys,sloop john b.mus,Sloop j b,10/21/86
60,THE WORKSHOP,Variations/Scottish Air,variations.mus,Patience1,10/21/86
60,THE WORKSHOP,Venus & Mars-McCartney,venus/mars.mus,Yoda Dayve,11/19/86
60,THE WORKSHOP,Wouldn't It Be Nice,wouldntbnice.mus,Sloop j b,10/31/86
